date,Open,High,Low,Close,Volume,RSI,SMA_20,EMA_50,MACD,BB_upper,BB_middle,BB_lower,Price_Change,Direction,SMA5,SMA20,SMA50,MACD_Signal
2000-01-26,42.38,43.5,39.88,40.63,484300.0,44.43326601666471,43.858,39.61667317267452,0.6799002921651933,46.50738730998383,43.152,39.796612690016175,-4.12930627654554,0,43.152,,,1.1708640943290958
2000-01-27,40.94,40.94,37.0,38.5,954600.0,39.17802769088382,43.483,39.57288206786375,0.2598238742891894,46.01628807748124,41.802,37.58771192251877,-5.959941377625789,0,41.802,,,0.9886560503211146
2000-01-28,38.0,38.25,35.88,37.38,405100.0,36.71881580819616,43.033,39.48688669265341,-0.1616015115029938,44.54228807748123,40.328,36.11371192251876,-1.6315789473684146,0,40.327999999999996,,,0.7586045379562929
2000-01-31,37.56,38.38,35.0,37.06,380000.0,36.02306977623411,42.539,39.39171466549053,-0.5154635486734733,43.24352192543724,39.19,35.13647807456276,-1.331203407880724,0,39.19,,,0.5037909206303397
2000-02-01,37.13,38.25,35.75,37.94,193700.0,39.42238633517935,42.0955,39.33478467860855,-0.7166322268136156,40.82905045458146,38.302,35.774949545418536,2.1815243738216945,1,38.302,,,0.25970629114154864
2000-02-02,38.13,39.75,37.94,39.0,310500.0,43.32846566772805,41.7675,39.32165586768273,-0.7815178609483269,39.39549850299336,37.976,36.55650149700664,2.2816679779700952,1,37.976,,,0.05146146072357352
2000-02-03,40.25,41.06,39.38,39.63,225500.0,45.57467037965207,41.5395,39.33374779444027,-0.7731915872823762,40.14611522292286,38.202,36.25788477707714,-1.540372670807447,0,38.202,,,-0.11346914887761644
2000-02-04,40.88,40.88,39.75,40.56,257700.0,48.80074974140724,41.508,39.38183611622693,-0.6836688191705136,41.30157139129363,38.838,36.37442860870637,-0.7827788649706464,0,38.838,,,-0.22750908293619587
2000-02-07,40.75,40.75,38.0,38.06,453100.0,41.65310296585232,41.31699999999999,39.32999940578666,-0.8051690000609852,41.00380365245372,39.038,37.072196347546274,-6.601226993865025,0,39.038,,,-0.3430410663611537
2000-02-08,39.0,41.25,38.0,39.88,976700.0,47.66293103640992,41.1485,39.35156805654013,-0.7460005491909953,41.11860036630045,39.426,37.73339963369956,2.2564102564102626,1,39.426,41.1485,,-0.42363296292712205
2000-02-09,41.38,42.06,40.81,40.88,1227200.0,50.66951256753384,41.11750000000001,39.41150656412679,-0.6113699902564989,41.76299566547212,39.80200000000001,37.841004334527895,-1.208313194780087,0,39.80200000000001,41.1175,,-0.4611803683929975
2000-02-10,43.38,50.0,43.38,49.25,2021000.0,67.49898887220868,41.55800000000001,39.79732983612182,0.1687692794529454,49.49944814094752,41.726,33.952551859052484,13.531581373905018,1,41.726,41.55800000000001,,-0.3351904388238089
2000-02-11,51.69,51.75,46.38,50.0,882900.0,68.5348591317007,41.9515,40.19743454843077,0.837895268205898,53.60639390736776,43.614,33.621606092632234,-3.2694911975236947,0,43.614,41.951499999999996,,-0.1005732974178675
2000-02-14,50.12,58.0,49.63,58.0,1354400.0,76.96749110168257,42.6545,40.895574370060935,1.990767250639621,60.9106221676025,47.602,34.293377832397496,15.722266560255392,1,47.602,42.6545,,0.31769481219363027
2000-02-15,58.13,58.19,53.38,55.75,938500.0,71.18888771145778,43.1515,41.478100865352665,2.6918405445618845,62.70205617964298,50.776,38.84994382035701,-4.094271460519529,0,50.775999999999996,43.1515,,0.7925239586672812
2000-02-16,56.38,60.25,55.75,58.31,2124100.0,73.61604328518771,43.798,42.13817534122119,3.4146547714860347,62.05214146213025,54.262,46.47185853786975,3.4231997162114216,1,54.262,43.798,,1.316950121231032
2000-02-17,58.0,60.75,57.5,60.38,1116200.0,75.41925876769814,44.5545,42.85354101411448,4.107176974671781,63.6093639143075,56.488,49.3666360856925,4.103448275862073,1,56.488,44.554500000000004,,1.8749954919191816
2000-02-18,59.5,68.25,59.06,67.38,2001800.0,80.31804342504336,45.686,43.81536293512959,5.161350473182871,67.94001003008404,59.964,51.987989969915965,13.243697478991589,1,59.964,45.686,,2.5322664881719197
2000-02-22,65.25,66.13,63.0,65.5,1130200.0,75.94068244437355,46.8235,44.66574085924216,5.778479562065542,70.18459264041161,61.464,52.74340735958838,0.3831417624521072,1,61.464,46.8235,,3.181509102950644
2000-02-23,64.75,66.56,63.94,65.88,1065400.0,76.22276165775092,47.9985,45.49767259025228,6.226447029856061,70.49792694025852,63.49,56.48207305974146,1.745173745173738,1,63.489999999999995,47.9985,,3.7904966883317277
2000-02-24,66.25,66.69,62.5,65.25,509000.0,74.6599131018517,49.2295,46.272273665144354,6.456205621089595,69.61266197315092,64.878,60.14333802684908,-1.509433962264151,0,64.878,49.229499999999994,,4.323638474883301
2000-02-25,65.31,65.31,58.5,61.19,580700.0,65.3593337970409,50.364,46.85728254102104,6.238766276659007,69.16401745874109,65.03999999999999,60.91598254125889,-6.308375440208244,0,65.03999999999999,50.364,,4.706664035238443
2000-02-28,60.88,61.5,59.75,60.75,1078900.0,64.42269374106661,51.532500000000006,47.40209499039277,5.962211049237219,68.22146225719099,63.714,59.20653774280901,-0.2135348226018438,0,63.714,51.532500000000006,,4.957773438038199
2000-02-29,60.38,64.75,60.38,64.0,637600.0,68.06327595843818,52.87949999999999,48.05299322606364,5.936850559955332,67.59381052202146,63.414,59.23418947797855,5.995362702881744,1,63.414,52.87950000000001,,5.153588862421626
2000-03-01,64.0,64.0,61.13,62.13,799100.0,64.00488544049959,54.089,48.60503270739448,5.700151024934414,66.0808429873205,62.664,59.24715701267952,-2.921874999999996,0,62.664,54.089,,5.262901294924184
2000-03-02,62.63,62.63,57.75,57.94,398000.0,55.95423372590919,55.036,48.97110985612411,5.115498671001404,65.15523462496233,61.202,57.24876537503767,-7.488424077917938,0,61.202,55.036,,5.233420770139628
2000-03-03,58.0,59.5,57.5,58.88,570200.0,57.253264332854144,55.9985,49.35969378333493,4.6741271837775145,65.10892664163647,60.74,56.37107335836352,1.5172413793103492,1,60.739999999999995,55.9985,,5.121562052867206
2000-03-06,59.25,63.75,58.0,58.5,900200.0,56.52746733421673,56.895500000000006,49.71813716438063,4.244743515054779,65.0113896259471,60.29,55.568610374052895,-1.2658227848101269,0,60.29,56.89549999999999,,4.946198345304721
2000-03-07,74.75,87.25,71.75,83.31,4067100.0,77.01494050597968,59.158,51.03546511871864,5.839103962465124,83.5312771795029,64.152,44.77272282049711,11.451505016722413,1,64.152,59.158,,5.124779468736802
2000-03-08,83.27,84.75,77.25,84.0,1393200.0,77.33485866850441,61.364,52.32819197680811,7.076747002886727,93.24264572712086,68.526,43.80935427287913,0.8766662663624404,1,68.526,61.36400000000001,,5.515172975566787
2000-03-09,85.0,108.0,84.75,100.3,1985300.0,83.26174543535429,64.33500000000001,54.20943935026661,9.26604856443771,109.27542839818568,76.998,44.720571601814335,17.999999999999996,1,76.998,64.33500000000001,,6.265348093340973
2000-03-10,105.5,145.0,104.9,118.0,4502500.0,87.18161665542846,67.77250000000001,56.711029963981645,12.287683137568097,128.38114741245067,88.822,49.26285258754932,11.848341232227488,1,88.822,67.77250000000001,,7.4698151021863985
2000-03-13,107.0,150.0,107.0,149.3,5031600.0,91.13517122066617,72.7375,60.34196996539413,17.011896171928754,156.34104764073157,106.982,57.62295235926848,39.53271028037385,1,106.98200000000001,72.7375,,9.37823131613487
2000-03-14,148.4,148.4,108.0,110.1,3266200.0,64.36153806230918,75.3425,62.29326526086887,17.392269390622374,155.7101464143252,112.34,68.9698535856748,-25.808625336927232,0,112.34,75.3425,,10.981038931032371
2000-03-15,118.0,121.1,102.0,105.6,2074200.0,62.105920697843565,77.83500000000001,63.99156858397205,17.13310573699917,151.30300217937247,116.66,82.01699782062752,-10.508474576271192,0,116.66,77.83500000000001,,12.211452292225731
2000-03-16,109.0,112.8,92.63,94.17,1563300.0,56.672997121520815,79.628,65.17503648263981,15.823013350405503,152.644827671526,115.434,78.22317232847399,-13.60550458715596,0,115.434,79.628,,12.933764503861687
2000-03-17,92.0,107.0,91.98,99.88,1161700.0,58.62042412504696,81.603,66.53601544410492,15.071767026431502,150.80213048808702,111.81,72.81786951191296,8.565217391304342,1,111.80999999999999,81.603,,13.36136500837565
2000-03-20,103.4,107.1,96.63,99.81,761000.0,58.58565926572634,83.22449999999999,67.84087758355179,14.305841649797372,112.83466194661386,101.912,90.98933805338616,-3.4719535783365605,0,101.912,83.2245,,13.550260336659994
2000-03-21,100.0,100.9,87.0,94.88,1118000.0,56.06387353399074,84.6935,68.90123532537329,13.149451777507975,107.12423061693453,98.868,90.61176938306548,-5.1200000000000045,0,98.86800000000001,84.6935,,13.47009862482959
2000-03-22,95.63,98.5,94.0,95.56,480400.0,56.34301048026525,86.1775,69.94667707731944,12.147842028249812,101.81333423059732,96.86,91.90666576940268,-0.0731987869915227,0,96.86,86.1775,62.357,13.205647305513637
2000-03-23,94.69,102.5,94.5,97.25,644600.0,57.072953634971306,87.7775,71.01739562330691,11.359482913836729,101.64139265856258,97.476,93.31060734143742,2.703558981941073,1,97.476,87.7775,63.472,12.836414427178255
2000-03-24,96.62,101.0,90.0,93.19,482500.0,54.70649896294472,89.3775,71.88690952043213,10.288495198398138,100.63933135861016,96.138,91.63666864138985,-3.549989650175954,0,96.138,89.37750000000001,64.527,12.326830581422232
2000-03-27,93.0,96.0,86.25,87.06,810300.0,51.2511599404226,90.693,72.48193267649361,8.843151601420345,100.61602845754106,93.588,86.55997154245892,-6.387096774193546,0,93.588,90.69300000000001,65.42559999999999,11.630094785421855
2000-03-28,84.06,85.0,79.0,80.56,819400.0,47.80331798773058,91.521,72.79871963035662,7.091464719441504,103.01345954873553,90.724,78.43454045126448,-4.163692600523436,0,90.724,91.521,66.15799999999999,10.722368772225785
2000-03-29,80.88,82.75,72.0,75.25,978000.0,45.1321829822463,92.177,72.89484827230342,5.21465631083197,102.72056979933166,86.662,70.60343020066836,-6.960929772502468,0,86.662,92.17699999999999,66.7468,9.620826279947023
2000-03-30,73.0,81.75,70.5,74.81,754000.0,44.90825579566656,93.0205,72.96995226162485,3.649696374618429,96.31615033154458,82.174,68.03184966845544,2.479452054794524,1,82.174,93.0205,67.33539999999999,8.426600298881304
2000-03-31,79.92,87.88,78.5,84.48,2006200.0,50.697810609183726,94.3005,73.4213266827376,3.1533921924041977,90.18056215038943,80.43199999999999,70.68343784961053,5.705705705705708,1,80.43199999999999,94.3005,68.12,7.371958677585884
2000-04-03,83.72,84.0,75.69,77.88,687400.0,47.06254458491003,95.2695,73.59617661674788,2.2021180645451324,85.78047882591395,78.596,71.41152117408606,-6.975633062589588,0,78.596,95.26950000000001,68.7826,6.337990554977734
2000-04-04,81.5,83.38,57.0,75.0,1070400.0,45.52841255822728,94.854,73.65122851413032,1.2019788696179887,84.8276840890663,77.484,70.1403159109337,-7.975460122699387,0,77.484,94.854,69.4276,5.310788217905785
2000-04-05,75.75,97.5,71.88,91.69,1332500.0,54.736756554216655,95.2385,74.35863131749777,1.7360922767877014,93.73894505271024,80.772,67.80505494728978,21.04290429042904,1,80.772,95.2385,70.4138,4.595849029682168
2000-04-06,95.94,100.8,91.38,95.94,842900.0,56.74212404653991,95.0205,75.20495950112532,2.473804008595451,100.88269653471566,84.998,69.11330346528435,0.0,0,84.998,95.0205,71.52,4.171440025464825
2000-04-07,99.19,105.0,96.5,102.6,663700.0,59.751445424644736,94.2505,76.27927481480668,3.5548738382614005,109.77477154417376,88.62199999999999,67.4692284558262,3.437846557112609,1,88.62199999999999,94.2505,72.80199999999999,4.04812678802414
2000-04-10,104.3,110.4,91.56,93.5,823500.0,54.20291618855475,91.4605,76.95459737108878,3.635428561352839,110.05243864873805,91.746,73.43956135126197,-10.354745925215722,0,91.74600000000001,91.4605,73.92439999999999,3.9655871426898797
2000-04-11,87.0,95.0,80.0,87.94,953300.0,51.08177425062958,90.3525,77.38539747418335,3.2135790872922314,104.11052371755989,94.334,84.55747628244013,1.08045977011494,1,94.334,90.3525,74.942,3.81518553161035
2000-04-12,88.06,90.0,78.5,78.81,653000.0,46.36089051213286,89.013,77.44126423990166,2.118129167873903,107.76551023738575,91.758,75.75048976261427,-10.504201680672267,0,91.75800000000001,89.013,75.7594,3.4757742588630607
2000-04-13,79.44,82.25,74.13,75.44,652700.0,44.71809162530195,88.0765,77.36278328931728,0.9669005510319124,107.3564969985024,87.658,67.9595030014976,-5.035246727089628,0,87.658,88.07650000000001,76.48819999999999,2.973999517296831
2000-04-14,70.63,76.06,65.5,68.8,879000.0,41.590904578801215,86.52250000000001,77.02698786620681,-0.47576461089308,98.53684984912584,80.898,63.25915015087416,-2.5909670111850467,0,80.898,86.52250000000001,77.0716,2.2840466916588493
2000-04-17,63.0,75.0,63.0,72.31,612700.0,43.82715649733066,85.14750000000001,76.84200794988499,-1.3206360099979264,89.7459130365445,76.66,63.57408696345549,14.777777777777782,1,76.66,85.14750000000001,77.7066,1.5631101513274943
2000-04-18,79.59,89.75,77.25,85.13,994800.0,51.17923915743052,84.66,77.16702724596793,-0.9448442456498896,87.30423683490605,76.098,64.89176316509395,6.960673451438612,1,76.098,84.66,78.648,1.0615192719320177
2000-04-19,87.81,89.0,80.0,81.06,579900.0,48.98715483329743,83.935,77.31969284416526,-0.9643254075350428,88.32012572138122,76.548,64.77587427861879,-7.687051588657328,0,76.548,83.935,79.47160000000001,0.6563503360386056
2000-04-20,83.25,84.81,79.5,80.63,320700.0,48.74958402511553,83.104,77.44950881106074,-1.0029009570743028,89.69472478835016,77.586,65.47727521164984,-3.147147147147153,0,77.586,83.104,80.2666,0.32450007741602394
2000-04-24,76.0,79.38,72.63,76.63,429100.0,46.49090222628909,82.276,77.41737121062698,-1.340783214325015,87.85762484833833,79.152,70.44637515166167,0.8289473684210467,1,79.152,82.276,80.8142,-0.008556580932183866
2000-04-25,80.06,87.5,79.88,85.0,520200.0,51.54952534018796,82.173,77.7147292023671,-0.9225338920647346,88.00910120191206,81.69,75.37089879808794,6.170372220834372,1,81.69,82.173,81.5142,-0.19135204315869403
2000-04-26,90.94,93.0,84.0,84.13,529400.0,51.00972130772839,82.3515,77.9663084493331,-0.6537341792732008,87.41174298665572,81.49,75.56825701334427,-7.488453925665277,0,81.49,82.3515,82.0368,-0.2838284703815954
2000-04-27,78.5,91.88,78.06,91.0,585400.0,55.015581029609415,83.139,78.47743360818278,0.1123480364953621,93.04160936048764,83.478,73.91439063951235,15.92356687898089,1,83.478,83.139,82.7418,-0.20459316900620395
2000-04-28,92.44,96.0,89.13,89.13,373000.0,53.72776404958344,83.85499999999999,78.89518130982268,0.562100792023486,95.12635785444049,85.178,75.22964214555952,-3.580700995240158,0,85.178,83.855,83.3582,-0.05125437680026597
2000-05-01,92.5,94.5,89.81,92.0,248800.0,55.45133096834457,84.231,79.40909576826101,1.1370113464455611,94.57252402890836,88.252,81.93147597109164,-0.5405405405405406,0,88.252,84.23100000000001,83.9906,0.18639876784889944
2000-05-02,92.0,97.38,85.88,88.44,487500.0,52.82298005762785,84.759,79.76324887538803,1.2904938452497845,94.38274930526916,88.94,83.49725069473082,-3.869565217391307,0,88.94,84.75899999999999,84.4118,0.4072177833290765
2000-05-03,87.88,90.75,80.0,87.0,685800.0,51.7543788739835,85.35900000000001,80.04704303713751,1.281165388811516,93.09277297408038,89.514,85.93522702591962,-1.0013654984069134,0,89.514,85.359,84.8418,0.5820073044255645
2000-05-04,86.81,91.75,86.06,88.06,502500.0,52.51587767497528,85.1775,80.36127664352428,1.3438149982822551,92.29488349457324,88.926,85.55711650542676,1.4399262757746802,1,88.926,85.1775,85.2854,0.7343688431969027
2000-05-05,87.69,94.25,86.5,92.13,355400.0,55.425087518420526,84.987,80.82279520652332,1.7022576837845946,93.77906665830764,89.526,85.27293334169235,5.063291139240504,1,89.526,84.987,85.823,0.9279466113144411
2000-05-08,89.75,93.0,88.63,88.75,385700.0,52.54588433907394,84.2945,81.13366598273811,1.6940602700467338,92.33775909040592,88.876,85.4142409095941,-1.1142061281337048,0,88.876,84.2945,86.3742,1.0811693430608997
2000-05-09,90.25,91.0,85.0,87.5,368400.0,51.48078748170072,83.99449999999999,81.3833261402778,1.5686171650379066,92.32187176438684,88.688,85.05412823561318,-3.0470914127423825,0,88.688,83.99449999999999,86.9092,1.1786589074563012
2000-05-10,86.63,86.69,78.13,78.88,571000.0,44.7451554291438,83.5415,81.28515648771788,0.7648242233353955,95.85794882859838,87.064,78.2700511714016,-8.946092577628997,0,87.064,83.5415,87.2068,1.0958919706321202
2000-05-11,80.0,83.69,78.94,82.25,512300.0,47.63000406992241,83.7135,81.32299348819953,0.3951878818495515,95.3718798302833,85.902,76.4321201697167,2.8125,1,85.902,83.7135,87.6092,0.9557511528756064
2000-05-12,84.5,89.0,79.75,79.75,391300.0,45.72287118073282,83.929,81.26130746905444,-0.0983470054325152,91.4511863529768,83.426,75.4008136470232,-5.621301775147929,0,83.426,83.929,88.04539999999999,0.7449315212139821
2000-05-15,79.38,86.63,75.5,85.25,587700.0,50.42575064923557,84.7515,81.41772678399349,-0.0451524355773642,89.23977125788163,82.726,76.21222874211837,7.394809775762162,1,82.726,84.7515,88.5728,0.5869147298557129
2000-05-16,89.0,96.69,88.0,94.0,763400.0,56.833735760157055,85.836,81.91114926305256,0.6950444773926563,94.94015667836986,84.026,73.11184332163013,5.617977528089887,1,84.026,85.836,89.28280000000001,0.6085406793631016
2000-05-17,99.0,114.6,98.94,110.5,2688800.0,65.80884418499099,87.1045,83.03228066450149,2.583289415162412,112.68069636173507,90.35,68.0193036382649,11.616161616161616,1,90.35,87.1045,89.8266,1.0034904265229638
2000-05-18,111.1,112.9,102.3,103.0,1062300.0,59.72963481413076,88.2015,83.81532848157985,3.4349538032707727,116.97887897560756,94.5,72.02112102439244,-7.290729072907285,0,94.5,88.2015,90.2066,1.4897831018725256
2000-05-19,100.0,105.5,99.25,102.1,1085800.0,59.02499893193089,89.275,84.53237442347869,3.991272582520693,116.21918548801692,98.97,81.72081451198308,2.0999999999999943,1,98.97,89.275,90.2426,1.9900809980021592
2000-05-22,101.0,108.8,92.06,108.8,1077400.0,62.56549388669516,90.8835,85.48404601471482,4.916123220593732,115.3208934365029,103.68,92.03910656349709,7.72277227722772,1,103.67999999999999,90.8835,90.05859999999998,2.575289442520474
2000-05-23,106.0,117.9,104.3,107.9,1622000.0,61.79310254382614,92.0285,86.36310303374562,5.512902230815129,113.08431883290788,106.46,99.8356811670921,1.7924528301886848,1,106.46,92.0285,89.2306,3.1628120001794056
2000-05-24,107.8,109.5,92.25,106.5,1540900.0,60.54104965011977,93.147,87.15278526771638,5.805958125081872,110.97654022838326,105.66,100.34345977161674,-1.205936920222632,0,105.66,93.147,89.1586,3.691441225159899
2000-05-25,108.1,114.5,103.7,105.0,1185800.0,59.15798041433851,93.847,87.85267604153142,5.849737436828406,110.78372734183692,106.06,101.33627265816304,-2.8677150786308925,0,106.05999999999999,93.84700000000001,89.14659999999999,4.1231004674936
2000-05-26,105.5,108.4,99.0,105.5,382200.0,59.49019413517947,94.6655,88.54472796147138,5.8572598327913,109.59825121359518,106.74,103.88174878640484,0.0,0,106.74000000000001,94.6655,89.3732,4.46993234055314
2000-05-30,108.4,112.6,107.9,109.9,632600.0,62.389455278844,95.5605,89.38218961004114,6.147401199055196,110.50536316898824,106.96,103.41463683101176,1.3837638376383763,1,106.96,95.5605,89.57359999999998,4.805426112253551
2000-05-31,109.5,116.0,109.5,112.8,978200.0,64.20767788540716,96.7785,90.30053511552973,6.536003110526309,113.88185156327717,107.94,101.99814843672289,3.013698630136984,1,107.94000000000001,96.77850000000001,89.8334,5.151541511908103
2000-06-01,117.5,118.6,114.4,117.3,872900.0,66.88306576146559,98.2935,91.35933766001877,7.124953290618748,119.32344837899689,110.1,100.87655162100312,-0.1702127659574492,0,110.1,98.29350000000001,90.2818,5.546223867650232
2000-06-02,119.8,133.0,119.8,131.6,1233700.0,73.62887114090688,100.4705,92.93740284982194,8.645926186239677,133.33240910653905,115.42,97.50759089346094,9.849749582637727,1,115.42,100.47049999999999,91.00259999999999,6.166164331368121
2000-06-05,131.4,141.0,126.1,134.4,1024800.0,74.71493277349968,102.58400000000002,94.5633870517897,9.962404367296074,141.11702789072777,121.2,101.28297210927224,2.28310502283105,1,121.2,102.58399999999999,91.7456,6.925412338553712
2000-06-06,134.9,139.9,127.0,127.7,783100.0,67.54641286525838,104.5315,95.86286206936656,10.345828533453698,141.422580832513,124.76,108.09741916748698,-5.337286879169757,0,124.75999999999999,104.53150000000001,92.4358,7.60949557753371
2000-06-07,126.8,127.8,120.1,122.0,692400.0,62.08859943865804,106.2565,96.88784787056788,10.07363004786832,139.0803846094594,126.6,114.1196153905406,-3.785488958990534,0,126.6,106.2565,93.13459999999999,8.102322471600633
2000-06-08,125.1,125.3,118.0,122.9,959800.0,62.60242087871683,108.4575,97.9079322678005,9.817364795083565,137.33781680008678,127.72,118.1021831999132,-1.7585931254995912,0,127.72,108.45750000000001,93.9814,8.44533093629722
2000-06-09,125.3,132.0,123.4,126.4,973500.0,64.61113987040818,110.665,99.02526825729852,9.783910653499092,135.48490772240294,126.68,117.87509227759703,0.8778930566640132,1,126.67999999999999,110.66499999999999,95.0044,8.713046879737593
2000-06-12,127.0,128.1,120.3,123.1,791700.0,61.26956590766181,112.8325,99.96937538446328,9.382954723158008,128.85513246702163,124.42,119.98486753297838,-3.070866141732288,0,124.42,112.83250000000001,95.97019999999999,8.847028448421677
2000-06-13,119.6,127.0,119.0,126.9,933000.0,63.6038487436705,114.915,101.02547831056276,9.265021105675288,128.24517251822667,124.26,120.27482748177331,6.103678929765896,1,124.25999999999999,114.91499999999999,96.8186,8.930626979872399
2000-06-14,129.3,130.0,125.1,126.8,573100.0,63.49539502985695,116.555,102.03624386701128,9.05906147823812,128.8628560224129,125.22,121.5771439775871,-1.933488012374334,0,125.22,116.55499999999999,97.79700000000001,8.956313879545544
2000-06-15,126.4,130.1,119.6,130.1,705400.0,65.58111705245939,117.535,103.13678332320691,9.0577077931721,131.100900809524,126.66,122.21909919047596,2.927215189873409,1,126.66,117.535,98.899,8.976592662270855
2000-06-16,129.7,150.0,129.6,149.8,2058000.0,74.82750337311064,119.875,104.96671338896353,10.524935443981647,150.3248781929207,131.34,112.35512180707931,15.497301464919063,1,131.34,119.875,100.06119999999999,9.286261218613014
2000-06-19,149.4,171.3,145.6,159.1,2192000.0,77.85235589431204,122.725,107.08958737371005,12.296410834855436,165.28400119653082,138.54,111.79599880346916,6.492637215528774,1,138.54,122.725,101.32440000000001,9.8882911418615
2000-06-20,161.9,163.8,155.0,157.0,1271400.0,75.64200128286632,125.135,109.04685845709396,13.376667499102922,171.6617637802422,144.56,117.4582362197578,-3.026559604694259,0,144.56,125.13499999999999,102.41239999999999,10.585966413309784
2000-06-21,154.6,176.0,154.6,172.9,1281000.0,80.22088456006566,128.385,111.55090322348244,15.338957848594802,181.79182607400057,153.78000000000003,125.76817392599948,11.836998706338948,1,153.78000000000003,128.38500000000002,104.00039999999998,11.536564700366789
2000-06-22,172.2,175.8,161.9,163.5,1279900.0,71.64605203910494,131.235,113.5881227049145,15.951704329266846,175.7296299889703,160.45999999999998,145.19037001102967,-5.052264808362363,0,160.45999999999998,131.235,105.5116,12.419592626146802
2000-06-23,159.1,161.1,148.0,148.1,1265400.0,60.27825255845363,133.39,114.94152965766295,15.021500525471254,176.36827375446578,160.12,143.87172624553423,-6.913890634820867,0,160.12,133.39000000000001,106.8974,12.939974206011692
2000-06-26,151.0,166.9,148.6,165.9,1288100.0,66.82945112289102,136.41,116.93990104363697,15.541466200269896,178.28780770951593,161.48000000000002,144.6721922904841,9.867549668874176,1,161.48000000000002,136.41000000000003,108.7066,13.460272604863334
2000-06-27,82.25,83.63,69.06,71.25,1259600.0,34.36938202522706,134.47750000000002,115.14814021839628,8.221308638356902,219.1839805220808,144.33,69.47601947791925,-13.37386018237082,0,144.33,134.47750000000002,108.7556,12.412479811562049
2000-06-28,72.75,75.5,66.5,68.5,2444200.0,33.85486541899405,132.2625,113.31880138630233,2.1730791110648937,211.80369828139635,123.45,35.09630171860364,-5.841924398625429,0,123.45,132.2625,108.6794,10.364599671462619
2000-06-29,67.31,67.31,57.5,58.63,4937000.0,32.003088334737484,129.329,111.17414250840812,-3.37767711813612,192.6139232953589,102.476,12.338076704641123,-12.895557866587431,0,102.476,129.329,108.1494,7.616144313542872
2000-06-30,61.38,64.63,58.38,63.56,5038300.0,33.94655691618282,125.927,109.3069212335686,-7.2947918034857935,166.36186055883195,85.568,4.77413944116806,3.551645487129357,1,85.568,125.92699999999999,107.7994,4.633957090137139
2000-07-03,64.0,66.0,60.5,61.13,969500.0,33.43922915096382,122.2635,107.4176302048012,-10.474470923876735,73.91754427086549,64.614,55.310455729134524,-4.4843749999999964,0,64.614,122.26350000000002,107.40939999999999,1.6122714873343647
2000-07-05,60.88,61.0,52.75,54.56,3241400.0,32.044806797417884,118.6065,105.34478196147566,-13.370407888013505,70.63677432694271,61.276,51.91522567305728,-10.38107752956636,0,61.275999999999996,118.60650000000001,106.96799999999999,-1.3842643877352092
2000-07-06,54.63,59.88,53.31,57.88,2516400.0,33.55270757587827,115.4005,103.48341796298642,-15.222091744382595,65.23935607632308,59.152,53.06464392367693,5.949112209408749,1,59.152,115.4005,106.42559999999999,-4.151829859064686
2000-07-07,60.0,61.0,57.0,58.19,1444000.0,33.70064148506879,112.165,101.7072054938497,-16.474640728781367,65.19158484232959,59.064,52.93641515767041,-3.0166666666666706,0,59.064,112.16499999999999,105.9068,-6.616392033008022
