date,Open,High,Low,Close,Volume,RSI,SMA_20,EMA_50,MACD,BB_upper,BB_middle,BB_lower
2010-09-08,20.66,20.95,20.6,20.9,288400.0,56.71572801319722,19.522,19.8336,0.3284713293033015,21.313964979351656,20.8,20.286035020648345
2010-09-09,21.0,21.05,20.69,20.71,376200.0,55.066496202135575,19.6625,19.86796862745098,0.34107914866827826,21.254273538776715,20.852,20.449726461223285
2010-09-10,20.75,20.93,19.76,20.17,386600.0,50.56598824841394,19.791,19.87981299500192,0.3039932048810847,21.284390039237174,20.674,20.063609960762825
2010-09-13,20.89,20.8995,20.5,20.72,360800.0,54.63293414245593,19.911,19.912761505001846,0.3153475998639834,21.101704364979653,20.607999999999997,20.11429563502034
2010-09-14,20.54,21.6,20.53,21.12,654700.0,57.379221047911855,20.028,19.960104191080205,0.35255862043618436,21.3532344555092,20.724,20.0947655444908
2010-09-15,20.98,22.0,20.79,21.98,684600.0,62.618643476500914,20.1695,20.039315791430003,0.44629878048065663,22.142730227440854,20.939999999999998,19.73726977255914
2010-09-16,22.15,23.16,20.84,20.94,2684500.0,53.97710288174988,20.278,20.07463674078569,0.43169293686329624,22.167429642424775,20.986,19.804570357575226
2010-09-17,21.02,21.32,19.8,20.23,1198500.0,49.00502599332099,20.35,20.080729417617622,0.35869185782561175,22.14680111420556,20.998,19.849198885794443
2010-09-20,20.67,21.35,20.16,21.055,947500.0,54.27558528520868,20.44775,20.118936107122813,0.3632215895445121,22.1797017538337,21.065,19.9502982461663
2010-09-21,20.89,21.55,20.67,20.77,796000.0,52.26592092597434,20.47975,20.14446802449055,0.3398962045431446,22.1308521030486,20.994999999999997,19.859147896951395
2010-09-22,20.87,20.95,19.8,19.87,962900.0,46.42055532508047,20.51325,20.133704572549746,0.24595299743901933,21.475299285159853,20.573,19.670700714840148
2010-09-23,19.89,20.14,19.5,19.56,668100.0,44.57148248521064,20.49625,20.111206354018382,0.1448185417598431,21.402723292691267,20.297,19.191276707308734
2010-09-24,19.95,20.19,19.65,20.1,578900.0,48.42534955374927,20.51375,20.110766889154917,0.10700871418487523,21.387859883781314,20.270999999999997,19.15414011621868
2010-09-27,20.4,20.81,20.05,20.53,418600.0,51.32741535569963,20.55525,20.127207403305704,0.11046815167816604,21.04076625449318,20.166,19.29123374550682
2010-09-28,21.04,21.49,20.76,21.4,1214500.0,56.643159500506336,20.63175,20.177120838470188,0.18132135026489493,21.56795611209791,20.292,19.016043887902093
2010-09-29,21.19,22.03,21.13,21.98,1969300.0,59.79559846327401,20.75675,20.247821982059595,0.28103458163324646,22.461208058589463,20.714,18.966791941410534
2010-09-30,22.0,22.1499,20.19,20.405,2195800.0,49.31063536811206,20.7545,20.253985825900397,0.23031378476647646,22.279246396593358,20.883,19.48675360340664
2010-10-01,20.69,20.75,20.31,20.6,597700.0,50.46865662864878,20.7315,20.26755500919842,0.20350616574246772,22.200827574002133,20.983,19.765172425997868
2010-10-04,20.43,21.17,20.3,20.99,643600.0,52.79157462796307,20.7285,20.295886185308287,0.21129499795165785,22.208631333370736,21.075,19.941368666629263
2010-10-05,21.15,21.28,21.01,21.12,332000.0,53.57317752736229,20.7575,20.32820437411973,0.2253598095349112,22.10973186439194,21.019,19.928268135608057
2010-10-06,21.06,21.258,20.32,20.46,313400.0,49.1261985849275,20.7355,20.333372830036602,0.1811614732023017,21.290499782797493,20.715000000000003,20.139500217202514
2010-10-07,20.57,20.64,20.34,20.43,141000.0,48.92739155712812,20.7215,20.33716213081948,0.14207546640949076,21.284977875672986,20.720000000000002,20.15502212432702
2010-10-08,20.43,20.79,20.39,20.43,267800.0,48.92739155712811,20.7345,20.340802831571658,0.10983343298025972,21.294552380654256,20.686,20.077447619345744
2010-10-11,20.44,20.699,20.07,20.24,171200.0,47.51501292712517,20.710500000000003,20.336849779353162,0.06816422236784092,21.140595732700774,20.536,19.93140426729923
2010-10-12,20.2,20.2829,20.03,20.24,244000.0,47.51501292712517,20.666500000000003,20.333051748790293,0.03474060468155571,20.557180120701872,20.36,20.162819879298127
2010-10-13,20.64,20.85,20.36,20.54,318200.0,50.15013121370048,20.5945,20.34116736648479,0.032089729232964714,20.612169430706015,20.375999999999998,20.13983056929398
2010-10-14,21.0,21.0299,20.4,20.75,294800.0,51.96806405381196,20.585,20.357200018779505,0.04639927434608637,20.82595336505852,20.439999999999998,20.054046634941475
2010-10-15,20.89,20.9,20.25,20.54,284700.0,50.004228014321605,20.6005,20.364368645494032,0.04032955300342067,20.855629267204552,20.461999999999996,20.06837073279544
2010-10-18,20.52,20.6399,20.22,20.23,162800.0,47.17045023047709,20.55925,20.359099286847208,0.010385132544023179,20.85819593167183,20.46,20.061804068328172
2010-10-19,20.2,20.4061,20.0,20.05,245200.0,45.55608802184925,20.52325,20.346977746186532,-0.027552919183921887,20.92054187386818,20.422,19.92345812613182
2010-10-20,20.16,20.69,20.04,20.65,312500.0,51.512981931981535,20.56225,20.358860971826275,-0.009099222740754698,20.970361092787066,20.444,19.917638907212933
2010-10-21,20.61,20.95,20.45,20.75,417100.0,52.446845234488755,20.62175,20.374199757244853,0.013439704361335458,20.970361092787066,20.444,19.917638907212933
2010-10-22,20.68,20.93,20.55,20.72,161100.0,52.12251373937697,20.652749999999997,20.387760551078387,0.028552086514125108,21.050473487552217,20.48,19.909526512447783
2010-10-25,20.94,20.98,20.73,20.85,118500.0,53.46543994200486,20.66875,20.405887588290998,0.05043726242854518,21.172731922789612,20.604,20.035268077210386
2010-10-26,20.8,21.87,20.51,21.36,660900.0,58.39570716664758,20.66675,20.443303761299195,0.10769274484094282,21.376466453354123,20.866,20.355533546645876
2010-10-27,21.25,21.38,20.65,21.0,356500.0,54.043075561753454,20.61775,20.465134986346285,0.12260581231684853,21.40292183500017,20.936,20.46907816499983
2010-10-28,21.39,21.5,20.96,21.19,224200.0,55.91090805781578,20.657,20.4935610653131,0.1480493174638795,21.483321238350584,21.024,20.564678761649418
2010-10-29,21.14,21.85,21.052,21.84,280600.0,61.65291559795748,20.719,20.546362592163565,0.2181483677361804,21.93285326895612,21.248,20.563146731043883
2010-11-01,21.94,22.75,21.31,21.41,455800.0,56.41821631140176,20.740000000000002,20.58023072580421,0.23628126048244624,21.919571264451513,21.36,20.800428735548486
2010-11-02,21.68,21.8792,21.05,21.25,322500.0,54.56185108274315,20.7465,20.606496187537378,0.23503174613285438,21.904448585486687,21.338,20.771551414513315
2010-11-03,21.28,22.5,21.16,21.77,372600.0,59.25424523442471,20.812,20.65212378802611,0.2728558389229683,22.024826425770947,21.492,20.959173574229055
2010-11-04,22.6,25.33,22.151,24.9,1874000.0,75.59288683568116,21.035500000000003,20.81870716888783,0.5490672410927395,24.935898591731323,22.234,19.53210140826868
2010-11-05,24.87,24.97,23.72,24.44,1011000.0,71.0817122238122,21.236,20.960718652460855,0.7225198525808167,25.914318971243187,22.753999999999998,19.59368102875681
2010-11-08,24.5,25.0,24.03,24.98,509500.0,73.1103932562853,21.473,21.11833752883494,0.8932588518654256,26.703339858500104,23.468,20.232660141499895
2010-11-09,25.0,25.69,24.0501,24.63,956400.0,69.69754002993606,21.6925,21.256049782606116,0.9889289071241336,26.54901476086933,24.144,21.738985239130667
2010-11-10,24.48,29.97,24.05,29.36,3060500.0,81.95622146427918,22.1335,21.573851751915683,1.4299361708496292,29.37998655188519,25.662,21.94401344811481
2010-11-11,28.6,29.1,27.33,28.035,1945300.0,73.04210004910908,22.497750000000003,21.827230114585657,1.6534611077188934,30.325247762464414,26.288999999999998,22.25275223753558
2010-11-12,28.25,30.5,28.07,29.84,2729100.0,76.7517497460499,22.96275,22.14145638460191,1.9537332251210984,31.72541320354243,27.369,23.01258679645757
2010-11-15,30.22,32.9395,30.22,30.8,2622900.0,78.45025788167911,23.49125,22.48100711461752,2.2433055880416717,32.823723015996094,28.532999999999998,24.2422769840039
2010-11-16,31.0,31.4,28.42,29.67,1347600.0,71.80062767808344,23.97225,22.762928404240363,2.354471335765293,31.328046725745708,29.541000000000004,27.7539532742543
2010-11-17,30.2,30.75,28.61,29.49,750000.0,70.77156771969302,24.41425,23.02673513348584,2.400376450525787,31.346523531734952,29.567,27.787476468265048
2010-11-18,30.67,30.74,28.9201,29.89,956100.0,71.74083582269152,24.87125,23.295882775309924,2.4408961108022353,30.844633332719663,29.938,29.031366667280334
2010-11-19,30.16,31.37,29.7,30.99,1150500.0,74.26797807641431,25.384750000000004,23.597612862552673,2.5325750912376037,31.387862287308824,30.168,28.948137712691175
2010-11-22,31.57,33.45,31.5,33.4,1529700.0,78.7514010858828,26.01225,23.982020201276097,2.76779280991218,33.593784575634984,30.688,27.78221542436501
2010-11-23,33.29,35.68,32.1901,34.57,1577800.0,80.52541685702923,26.672749999999997,24.3972350953437,3.0138717312679013,35.64655048981385,31.668,27.68944951018615
2010-11-24,35.27,35.97,34.334,35.47,1425000.0,81.78519219384616,27.39625,24.831461170036103,3.244117362173178,37.09205108767595,32.864,28.63594891232405
2010-11-26,35.6,36.0,34.75,35.32,350600.0,80.84650773165171,28.102750000000004,25.242776418269983,3.3755734278434275,37.25282303491991,33.95,30.647176965080092
2010-11-29,35.4122,35.95,33.33,34.33,1145600.0,74.74865473482096,28.727249999999998,25.59913812735744,3.361123639660935,36.111313095100094,34.618,33.12468690489991
2010-11-30,33.74,35.33,33.41,35.33,2222600.0,76.66336639538417,29.423250000000003,25.98074055373558,3.391271257014701,35.927437057951074,35.004,34.08056294204892
